source_name,url,record_type,primary_topic,secondary_topic,targeting_type,follower_tier,content_style,mainstream_flag,pod,youtube,facebook,x,instagram,tiktok,substack,online,rumble,telegram,cable,radio,TSP,CEC,TC,WE,PP,HF,PFF,HHN,MFL,VS,UCP,FJP,HCP,HAD,HCI,GHI,reach_score,uniqueness_score,recognition_score,scale_fit_score,strategic_priority,field_eligible,field_eligible_relaxed,track
Nancy Altman ,x.com/nancyaltman,influencer,Medicare and senior health,Worker and economic issues,Addressable,macro,activist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,2,3,2,10,1,1,BOTH
Protect Our Care ,x.com/protectourcare,influencer,Health policy,,Addressable,macro,activist,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,2,3,3,11,1,1,DEM
Dr. Howard Fillit ,x.com/howard_fillit,influencer,Medicare and senior health,Science and medical research,Addressable,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,3,11,1,1,DEM
Next Avenue ,x.com/nextavenue,influencer,Medicare and senior health,,Addressable,macro,educational,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,2,11,1,1,DEM
Kaiser Health News ,x.com/khnews,influencer,Health policy,Medicare and senior health,Addressable,mega,educational,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,3,11,1,1,DEM
Dr. Tedros (WHO),x.com/drtedros,influencer,Health policy,Environmental and climate health,Addressable,mega,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,12,1,1,DEM
"Dr. Tom Frieden (""Resolve to Save Lives"")",x.com/tomfrieden,influencer,Health policy,Science and medical research,Addressable,mega,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,12,1,1,DEM
Dr. Peter Hotez ,x.com/peterhotez,influencer,Science and medical research,Vaccines and immunization,Addressable,mega,educational,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,12,1,1,DEM
Dr. Richard Besser (Robert Wood Johnson Foundation),x.com/drrichardbesser,influencer,Health policy,,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,3,3,11,1,1,DEM
Dr. Paul Farmer legacy ,x.com/pih,influencer,Health policy,Environmental and climate health,Addressable,mega,educational,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,3,3,12,1,1,DEM
Laurie Garrett ,x.com/laurieinnyc,influencer,Science and medical research,Environmental and climate health,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,12,1,1,DEM
Seth Berkley ,x.com/sethberkley,influencer,Health policy,Vaccines and immunization,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,12,1,1,DEM
Bill Gates ,x.com/billgates,influencer,Health policy,Environmental and climate health,Addressable,mega,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,12,1,1,DEM
Chelsea Clinton ,x.com/chelseaclinton,influencer,Health policy,Environmental and climate health,Addressable,mega,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,3,3,11,1,1,DEM
Gregg Gonsalves ,x.com/gregggonsalves,influencer,Health policy,Environmental and climate health,Addressable,macro,activist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,3,12,1,1,DEM
Saad Omer ,x.com/saadomer,influencer,Science and medical research,Vaccines and immunization,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,12,1,1,DEM
Amy Maxmen ,x.com/amymaxmen,influencer,Science and medical research,Environmental and climate health,Addressable,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,11,1,1,DEM
